schema	term	status	dats_key_description	sdo_id	sdo_type	sdo_prop_description	sdo_prop_domain	sdo_prop_range	remapped_from
data_acquisition_schema.json	endDate	DATS	A timestamp to record the end point of the activity.	sdo:endTime	sdo:DateTime	The endTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to end. For actions that span a period of time, when the action was performed. e.g. John wrote a book from January to <em>December</em>. For media, including audio and video, it's the time offset of the end of a clip within a larger file.<br/><br/>  Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.	http://schema.org/Action, http://schema.org/FoodEstablishmentReservation, http://schema.org/MediaObject, http://schema.org/Schedule	http://schema.org/DateTime, http://schema.org/Time	
data_acquisition_schema.json	location	DATS	The location where the activity takes place.	sdo:location	sdo:Thing	The location of, for example, where an event is happening, where an organization is located, or where an action takes place.	http://schema.org/Action, http://schema.org/Event, http://schema.org/Organization	http://schema.org/Place, http://schema.org/PostalAddress, http://schema.org/Text, http://schema.org/VirtualLocation	
data_acquisition_schema.json	performedBy	DATS	The person(s) or organisation(s) responsible for executing the process.	sdo:agent	sdo:Thing	The direct performer or driver of the action (animate or inanimate). e.g. <em>John</em> wrote a book.	http://schema.org/Action	http://schema.org/Organization, http://schema.org/Person	
data_analysis_schema.json	identifier	DATS	The identifier of the data analysis.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
data_analysis_schema.json	name	DATS	The name of the activity, usually one sentece or short description of the data analysis.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
data_analysis_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the data analysis.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
data_analysis_schema.json	startDate	DATS	A timestamp to record the starting point of the activity.	sdo:startTime	sdo:DateTime	The startTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to start. For actions that span a period of time, when the action was performed. e.g. John wrote a book from <em>January</em> to December. For media, including audio and video, it's the time offset of the start of a clip within a larger file.<br/><br/>  Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.	http://schema.org/Action, http://schema.org/FoodEstablishmentReservation, http://schema.org/MediaObject, http://schema.org/Schedule	http://schema.org/DateTime, http://schema.org/Time	
data_analysis_schema.json	endDate	DATS	A timestamp to record the end point of the activity.	sdo:endTime	sdo:DateTime	The endTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to end. For actions that span a period of time, when the action was performed. e.g. John wrote a book from January to <em>December</em>. For media, including audio and video, it's the time offset of the end of a clip within a larger file.<br/><br/>  Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.	http://schema.org/Action, http://schema.org/FoodEstablishmentReservation, http://schema.org/MediaObject, http://schema.org/Schedule	http://schema.org/DateTime, http://schema.org/Time	
data_repository_schema.json	identifier	DATS	The identifier of the data repository.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
data_repository_schema.json	name	DATS	The name of the data repository.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
data_repository_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the data repository.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
data_repository_schema.json	licenses	DATS	The terms of use of the data repository.	sdo:license	sdo:Thing	A license document that applies to this content, typically indicated by URL.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/URL	
data_repository_schema.json	version	DATS	A release point for the repository, when applicable.	sdo:version	sdo:Thing	The version of the CreativeWork embodied by a specified resource.	http://schema.org/CreativeWork	http://schema.org/Number, http://schema.org/Text	
data_repository_schema.json	publishers	DATS	The person(s) or organization(s) responsible for the repository and its availability.	sdo:publisher	sdo:Thing	The publisher of the creative work.	http://schema.org/CreativeWork	http://schema.org/Organization, http://schema.org/Person	
data_standard_schema.json	identifier	DATS	The identifier of the data standard.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
data_standard_schema.json	name	DATS	The name of the standard (e.g. FASTQ, CDISC STDM, ISO8601).	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
data_standard_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the data standard.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
data_standard_schema.json	licenses	DATS	The terms of use of the data standard.	sdo:license		A license document that applies to this content, typically indicated by URL.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/URL	
data_standard_schema.json	version	DATS	A release point for the repository when applicable.	sdo:version		The version of the CreativeWork embodied by a specified resource.	http://schema.org/CreativeWork	http://schema.org/Number, http://schema.org/Text	
data_type_schema.json	information	DATS	The measurements or facts that the data is about.	sdo:Property					
data_type_schema.json	method	DATS	The procedure or technology used to generate the information.	sdo:Property					
data_type_schema.json	platform	DATS	The set of instruments, software and reagents that are needed to generated the data.	sdo:Property					
data_type_schema.json	instrument	DATS	The specific device used to generate the data.	sdo:instrument		The object that helped the agent perform the action. e.g. John wrote a book with <em>a pen</em>.	http://schema.org/Action	http://schema.org/Thing	
dataset_distribution_schema.json	identifier	DATS	The identifier of the dataset distribution.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
dataset_distribution_schema.json	alternateIdentifiers	DATS	Alternate identifiers for the dataset distribution.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
dataset_distribution_schema.json	relatedIdentifiers	DATS	Related identifiers for the dataset distribution.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
dataset_distribution_schema.json	title	DATS	The name of the dataset, usually one sentece or short description of the dataset.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
dataset_distribution_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the dataset distribution.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
dataset_distribution_schema.json	storedIn	DATS	The data repository hosting the dataset distribution.	sdo:includedInDataCatalog	sdo:DataCatalog	A data catalog which contains this dataset.	http://schema.org/Dataset	http://schema.org/DataCatalog	
dataset_distribution_schema.json	version	DATS	A release point for the dataset when applicable.	sdo:version	sdo:DataCatalog	The version of the CreativeWork embodied by a specified resource.	http://schema.org/CreativeWork	http://schema.org/Number, http://schema.org/Text	
dataset_distribution_schema.json	licenses	DATS	The terms of use of the dataset distribution.	sdo:license	sdo:DataCatalog	A license document that applies to this content, typically indicated by URL.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/URL	
dataset_distribution_schema.json	access	DATS	The information about access modality for the dataset distribution.	sdo:accessMode	sdo:EntryPoint	The human sensory perceptual system or cognitive faculty through which a person may process or perceive information. Expected values include: auditory, tactile, textual, visual, colorDependent, chartOnVisual, chemOnVisual, diagramOnVisual, mathOnVisual, musicOnVisual, textOnVisual.	http://schema.org/CreativeWork	http://schema.org/Text	
dataset_distribution_schema.json	size	DATS	The size of the dataset.	sdo:contentSize	sdo:Text	File size in (mega/kilo) bytes.	http://schema.org/MediaObject	http://schema.org/Text	
dataset_schema.json	identifier	DATS	The identifier of the dataset.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
dataset_schema.json	title	DATS	The name of the dataset, usually one sentece or short description of the dataset.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
dataset_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the dataset.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
dataset_schema.json	dates	DATS	Relevant dates for the datasets, a date must be added, e.g. creation date or last modification date should be added.	sdo:temporalCoverage	sdo:Text	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	
dataset_schema.json	storedIn	DATS	The data repository hosting the dataset.	sdo:includedInDataCatalog	sdo:DataCatalog	A data catalog which contains this dataset.	http://schema.org/Dataset	http://schema.org/DataCatalog	
dataset_schema.json	spatialCoverage	DATS	The geographical extension and span covered by the dataset and its measured dimensions/variables.	sdo:spatialCoverage	sdo:DataCatalog	The spatialCoverage of a CreativeWork indicates the place(s) which are the focus of the content. It is a subproperty of       contentLocation intended primarily for more technical and detailed materials. For example with a Dataset, it indicates       areas that the dataset describes: a dataset of New York weather would have spatialCoverage which was the place: the state of New York.	http://schema.org/CreativeWork	http://schema.org/Place	
dataset_schema.json	distributions	DATS	The distribution(s) by which datasets are made available (for example: mySQL dump).	sdo:distribution	sdo:DataDownload	A downloadable form of this dataset, at a specific location, in a specific format.	http://schema.org/Dataset	http://schema.org/DataDownload	
dataset_schema.json	dimensions	DATS	The different dimensions (granular components)  making up a dataset.	sdo:variableMeasured	sdo:DataDownload	The variableMeasured property can indicate (repeated as necessary) the  variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue.	http://schema.org/Dataset	http://schema.org/PropertyValue, http://schema.org/Text	
dataset_schema.json	primaryPublications	DATS	The primary publication(s) associated with the dataset, usually describing how the dataset was produced.	sdo:citation	sdo:DataDownload	A citation or reference to another creative work, such as another publication, web page, scholarly article, etc.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/Text	
dataset_schema.json	citations	DATS	The publication(s) that cite this dataset.	sdo:citation	sdo:DataDownload	A citation or reference to another creative work, such as another publication, web page, scholarly article, etc.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/Text	
dataset_schema.json	producedBy	DATS	A study process which generated a given dataset, if any.	sdo:producer	sdo:Number	The person or organization who produced the work (e.g. music album, movie, tv/radio series etc.).	http://schema.org/CreativeWork	http://schema.org/Organization, http://schema.org/Person	
dataset_schema.json	creators	DATS	The person(s) or organization(s) which contributed to the creation of the dataset.	sdo:creator	sdo:Thing	The creator/author of this CreativeWork. This is the same as the Author property for CreativeWork.	http://schema.org/CreativeWork, http://schema.org/UserComments	http://schema.org/Organization, http://schema.org/Person	
dataset_schema.json	licenses	DATS	The terms of use of the dataset.	sdo:license	sdo:Thing	A license document that applies to this content, typically indicated by URL.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/URL	
dataset_schema.json	isAbout	DATS	Different entities (biological entity, taxonomic information, disease, molecular entity, anatomical part, treatment) associated with this dataset.	sdo:about	sdo:Thing	The subject matter of the content.	http://schema.org/CommunicateAction, http://schema.org/CreativeWork, http://schema.org/Event	http://schema.org/Thing	
dataset_schema.json	hasPart	DATS	A Dataset that is a subset of this Dataset; Datasets declaring the 'hasPart' relationship are considered a collection of Datasets, the aggregation criteria could be included in the 'description' field.	sdo:hasPart	sdo:Dataset	Indicates an item or CreativeWork that is part of this item, or CreativeWork (in some sense).	http://schema.org/CreativeWork	http://schema.org/CreativeWork	
dataset_schema.json	acknowledges	DATS	The grant(s) which funded and supported the work reported by the dataset.	sdo:funder	sdo:Dataset	A person or organization that supports (sponsors) something through some kind of financial contribution.	http://schema.org/CreativeWork, http://schema.org/Event, http://schema.org/MonetaryGrant, http://schema.org/Organization, http://schema.org/Person	http://schema.org/Organization, http://schema.org/Person	
date_info_schema.json	date	DATS	A date following the ISO8601 standard.	sdo:Property					
date_info_schema.json	type	DATS	The type of date, used to specify the process which is being timestamped by the date attribute value, ideally comes from a controlled terminology.	sdo:Property					
dimension_schema.json	identifier	DATS	The identifier of the dimension.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
dimension_schema.json	name	DATS	The name of the dimension measured or observed during the data acquisition process, ideally from a controlled terminology.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
dimension_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the dimension.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
disease_schema.json	identifier	DATS	The identifier of the disease.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
disease_schema.json	name	DATS	The name of the disease.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
grant_schema.json	identifier	DATS	The identifier of the grant.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
grant_schema.json	name	DATS	The name of the grant and its funding program.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
identifier_info_schema.json	identifier	DATS	A code uniquely identifying an entity locally to a system or globally.	sdo:identifier	sdo:GeoCoordinates	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
identifier_info_schema.json	identifierSource	DATS	The identifier source represents information about the organisation/namespace responsible for minting the identifiers. It must be provided if the identifier is provided.	sdo:Property	sdo:Text				
instrument_schema.json	identifier	DATS	The identifier of the instrument.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
instrument_schema.json	name	DATS	The name of the instrument.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
license_schema.json	identifier	DATS	The identifier of the license.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
license_schema.json	name	DATS	The name of the license.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
license_schema.json	version	DATS	The version of the license.	sdo:version	sdo:Text	The version of the CreativeWork embodied by a specified resource.	http://schema.org/CreativeWork	http://schema.org/Number, http://schema.org/Text	
material_schema.json	identifier	DATS	The identifier of the material.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
material_schema.json	name	DATS	The name of the material.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
material_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the material.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
material_schema.json	spatialCoverage	DATS	The spatial coordinates denoting the geospatial origin of the material used to produce measurements part of the dataset.	sdo:spatialCoverage	sdo:Thing	The spatialCoverage of a CreativeWork indicates the place(s) which are the focus of the content. It is a subproperty of       contentLocation intended primarily for more technical and detailed materials. For example with a Dataset, it indicates       areas that the dataset describes: a dataset of New York weather would have spatialCoverage which was the place: the state of New York.	http://schema.org/CreativeWork	http://schema.org/Place	
material_schema.json	roles	DATS	The roles played by a material.	sdo:roleName	sdo:DigitalDocumentPermissionType	A role played, performed or filled by a person or organization. For example, the team of creators for a comic book might fill the roles named 'inker', 'penciller', and 'letterer'; or an athlete in a SportsTeam might play in the position named 'Quarterback'.	http://schema.org/Role	http://schema.org/Text, http://schema.org/URL	
molecular_entity_schema.json	identifier	DATS	The identifier of the molecular entity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
molecular_entity_schema.json	name	DATS	The name of the molecular entity.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
organization_schema.json	identifier	DATS	The identifier of the organization.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
organization_schema.json	name	DATS	The name of the organization.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
organization_schema.json	abbreviation	DATS	The shortname, abbreviation associated to the organization.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
organization_schema.json	location	DATS	The place where the organization is located.	sdo:address	sdo:Text	Physical address of the item.	http://schema.org/GeoCoordinates, http://schema.org/GeoShape, http://schema.org/Organization, http://schema.org/Person, http://schema.org/Place	http://schema.org/PostalAddress, http://schema.org/Text	
organization_schema.json	roles	DATS	The roles of the organization (ideally from a controlled vocabulary/ontology).	sdo:roleName	sdo:Text	A role played, performed or filled by a person or organization. For example, the team of creators for a comic book might fill the roles named 'inker', 'penciller', and 'letterer'; or an athlete in a SportsTeam might play in the position named 'Quarterback'.	http://schema.org/Role	http://schema.org/Text, http://schema.org/URL	
person_schema.json	identifier	DATS	Primary identifier for the person.	sdo:identifier		"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
person_schema.json	fullName	DATS	The first name, any middle names, and surname of a person.	sdo:name		The name of the item.	http://schema.org/Thing	http://schema.org/Text	
person_schema.json	firstName	DATS	The given name of the person.	sdo:givenName		Given name. In the U.S., the first name of a Person.	http://schema.org/Person	http://schema.org/Text	
person_schema.json	lastName	DATS	The person's family name.	sdo:familyName	sdo:Text	Family name. In the U.S., the last name of a Person.	http://schema.org/Person	http://schema.org/Text	
person_schema.json	email	DATS	An electronic mail address for the person.	sdo:email	sdo:Text	Email address.	http://schema.org/ContactPoint, http://schema.org/Organization, http://schema.org/Person	http://schema.org/Text	
person_schema.json	affiliations	DATS	The organizations to which the person is associated with.	sdo:affiliation	sdo:Text	An organization that this person is affiliated with. For example, a school/university, a club, or a team.	http://schema.org/Person	http://schema.org/Organization	
person_schema.json	roles	DATS	The roles assumed by a person, ideally from a controlled vocabulary/ontology.	sdo:roleName	sdo:Text	A role played, performed or filled by a person or organization. For example, the team of creators for a comic book might fill the roles named 'inker', 'penciller', and 'letterer'; or an athlete in a SportsTeam might play in the position named 'Quarterback'.	http://schema.org/Role	http://schema.org/Text, http://schema.org/URL	
place_schema.json	identifier	DATS	Primary identifier for the place.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
place_schema.json	name	DATS	The name of the place.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
place_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the place.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
place_schema.json	postalAddress	DATS	A physical street address.	sdo:address	sdo:PostalAddress	Physical address of the item.	http://schema.org/GeoCoordinates, http://schema.org/GeoShape, http://schema.org/Organization, http://schema.org/Person, http://schema.org/Place	http://schema.org/PostalAddress, http://schema.org/Text	
place_schema.json	geometry	DATS	A region of a space.	sdo:geospatiallyContains	sdo:GeospatialGeometry				
place_schema.json	coordinates	DATS	A non-empty list of GeoJSON positions.	sdo:geo	sdo:GeoCoordinates	The geo coordinates of the place.	http://schema.org/Place	http://schema.org/GeoCoordinates, http://schema.org/GeoShape	
publication_schema.json	identifier	DATS	The identifier of the publication.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
publication_schema.json	title	DATS	The name of the publication, usually one sentece or short description of the publication.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
publication_schema.json	type	DATS	Publication type, ideally delegated to an external vocabulary/resource.	sdo:category	sdo:Text	A category for the item. Greater signs or slashes can be used to informally indicate a category hierarchy.	http://schema.org/ActionAccessSpecification, http://schema.org/Invoice, http://schema.org/Offer, http://schema.org/PhysicalActivity, http://schema.org/Product, http://schema.org/Recommendation, http://schema.org/Service, http://schema.org/SpecialAnnouncement	http://schema.org/PhysicalActivityCategory, http://schema.org/Text, http://schema.org/Thing, http://schema.org/URL	
publication_schema.json	publicationVenue	DATS	The name of the publication venue where the document is published if applicable.	sdo:publication	sdo:Text	A publication event associated with the item.	http://schema.org/CreativeWork	http://schema.org/PublicationEvent	
publication_schema.json	authors	DATS	The person(s) and/or organisation(s) responsible for the publication.	sdo:author	sdo:Text	The author of this content or rating. Please note that author is special in that HTML 5 provides a special mechanism for indicating authorship via the rel tag. That is equivalent to this and may be used interchangeably.	http://schema.org/CreativeWork, http://schema.org/Rating	http://schema.org/Organization, http://schema.org/Person	
publication_schema.json	acknowledges	DATS	The grant(s) which funded and supported the work reported by the publication.	sdo:funder		A person or organization that supports (sponsors) something through some kind of financial contribution.	http://schema.org/CreativeWork, http://schema.org/Event, http://schema.org/MonetaryGrant, http://schema.org/Organization, http://schema.org/Person	http://schema.org/Organization, http://schema.org/Person	
related_identifier_info_schema.json	identifier	DATS	An identifier of a related resource.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
software_schema.json	identifier	DATS	The identifier of the software.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
software_schema.json	name	DATS	The name of the software.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
software_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the software.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
